song,artist,album,released_date,genre,like,lyrics
golden hour (Ruel Remix),JVKE,golden hour (Ruel Remix),2022.11.18,일렉트로니카,"1,030","It was just two lovers
Sittin' in the car, listening to Blonde, fallin' for each other
Pink and orange skies, feelin' super childish, no Donald Glover
Missed call from my mother
Like, ""Where you at tonight?"" Got no alibi

I was all alone with the love of my life
She's got glitter for skin
My radiant beam in the night
I don't need no light to see you

Shine
It's your golden hour (Oh-oh-oh)
You slow down time
In your golden hour (Oh-oh-oh)

We were only getting better
Driving in a circle, a whirlpool, going 'round forever
How could I be so lucky? Nobody has loved me without all the pressure
Of making tiny errors
'Cause we just laugh it off, still having a ball
I don't wanna go home 'til the rest of my life
You know nothing compares to the shattering feeling I get
Oh, when you're not right there, no

I was all alone with the love of my life
She's got glitter for skin
My radiant beam in the night, no
I don't need no light to see you

Shine
It's your golden hour (Oh-oh-oh)
You slow down time
In your golden hour (Oh-oh-oh)"
Not Thinkin' Bout You,Ruel,Ready,2018.06.15,POP,"25,335","I've been telling my friends I'm cool
I finally got you on your head
But if I gotta walk by your house
I take the long way home instead
'Cause I guess if I see you outside
and you walk like you are mine
I won't let myself forget
'Cause every time
every time every time
I see you I know I'm not ready yet
No I don't want somebody else
Feels like I'm going through hell
So I just lie to myself
Just to prove
I'm not thinking 'bout you you
I'm not thinking 'bout you you
I don't wanna think about
You've got me feeling things
I swear that I have never felt
And you have a way with saying
words that always stick around
And if I saw you outside
hanging out with another guy
Like you're better off without
No I would try
I would try I would try
To look away till I convince myself
No I don't want somebody else
Feels like I'm going through hell
So I just lie to myself
Just to prove
I'm not thinking 'bout you you
I'm not thinking 'bout you you
No I don't wanna think about
No I don't wanna think about you
no-oh
Suddenly I'm think 'bout
All the times we had
keep on rushing back
And up my head
I don't wanna think about
What I'm feeling now
I wanna push it down
And block it out
I don't wanna think about you you
No I don't wanna think about
you-ooh
No I don't wanna think about
No I don't wanna think about you
No I don't wanna think about"
Younger,Ruel,Younger,2018.06.08,POP,"14,603","You and I
used to walk the streets at night
Our parents didn't know
who kept the TV goin'
And left on all the bedroom lights
And no I haven't seen you since
we lost all our innocence
You left me in the dark
while you drink in the park
I'll never be the same again
You and me were so so close
And maybe that's what hurts the most
It's out of my hands
I've done what I can
So I just save my breath
Deep in my heart I know that it's over
Deleted your number
so I can't call you
Call you my brother
the way that we used to
When we were younger younger
I saw you just the other night
I didn't even recognize you
Find it kind of strange
I guess that people change
But I didn't expect you to
You and me were so so close
And maybe that's what hurts the most
It's out my hands I've done what I can
So I just save my breath
Deep in my heart I know that it's over
Deleted your number
so I can't call you
Call you my brother
the way that we used to
When we were younger younger
Tryna get in touch with you
I don't know where you've been
Have a conversation
but you'll never let me in
I've tried I've tried
I've tried with you a thousand times
Maybe I don't have to
play the bad guy in the end
'Cause I've been trying hard enough
to be a better friend
I've tried I've tried
But we're out of time
Deep in my heart I know that it's over
Deleted your number
so I can't call you
My brother the way that we used to
When we were younger younger"
SOMEONE ELSE'S PROBLEM,Ruel,4TH WALL,2022.10.27,POP,"4,907","It's scary letting go
I know, I know, I know, I know
It's hard to be alone
But I know I'll find a way to cope
Yeah, I thought I'd be upset
I thought I'd have regrets
Without you in my head
Ooh, every day's getting better
Now the rain finally let up
Nobody to stress me out
You're someone else's problem now
Really dodged me a bullet
And I can sleep easy knowing
Knowing that you're not around
You're someone else's problem now
Ooh, ooh, ooh-ooh
Ooh, you're someone else's
problem now
Nothing's getting overblown
No one's jealous,
no one's crying driving home
Yeah, I won't miss the way you lied
And the games you played to get a rise
Oh, no, I used to be obsessed
Now I couldn't care less
Ever since you left
Ooh, every day's getting better
Now the rain finally let up
Nobody to stress me out
You're someone else's problem now
Really dodged me a bullet
And I can sleep easy knowing
Knowing that you're not around
You're someone else's problem now
Ooh, ooh, ooh-ooh
Ooh, you're someone else's
problem now
Ooh, ooh, ooh-ooh
Ooh, you're someone else's problem
And whoever you find next
Oh, I wish, I wish them all the best"
Down for You,"Cosmo's Midnight, Ruel",Yesteryear,2020.01.31,POP,"23,967","You said we'd just drop by but
I wasn't invited
You'd already decided
That I was coming too
I can't stand all these people
All trying to please you
They don't even see you
The way I do
2am haven't left
No one cares
Just me I guess
But I can't leave you
I wasn't gonna say nothing
But I'm about to break something
How you gonna take all of my time
You know that I hate this place
But if you wanna stay I do too
We'll let the night turn to day
Yeah I'm down either way
'Cause I'm so down for you
Yeah I can't find the patience
For all the conversations
And all of these blank faces
I should leave I haven't yet
But when you smile I just forget
But I can stay a while I guess
I wasn't gonna say nothing
But I'm about to break something
How you gonna take all of my time
You know that I hate this place
But if you wanna stay I do too
We'll let the night turn to day
Yeah I'm down either way
'Cause I'm so down for you
You know that I hate this place
But if you wanna stay I do too
We'll let the night turn to day
Yeah I'm down either way
'Cause I'm so down for you
You know that I hate this place
But if you wanna stay I do too
We'll let the night turn to day
Yeah I'm down either way
'Cause I'm so down for you
I'm so down for you
So down for you
For you
I'm so down for you
So down for you For you
For you"
as long as you care,Ruel,"Bright Lights, Red Eyes",2020.10.01,POP,"18,629","I'm sun-dried
my lips are high on overdrive
I'm so tired
I'm sorry if I'm low on confidence
I left at midnight
I'm sorry but my brain is fried
I haven't seen your face
in miles and miles
Always on a different continent
but don't forget me now
Or ever 'cause I know I know
As long as you care
You have no idea
and it's all bright lights
and red eyes
Bright lights and red eyes
I'm never there
But as long as you hear
I'm all bright lights and red eyes
Bright lights and red eyes
Sometimes got me working
like a broke machine
Bad advice is why I keep
on coming home again
But my fingers still bleed
Maybe this is what I need
'cause I've been movin' on
for miles and miles
Runnin' off instead of facing you
but if I do
You won't be home
When I get there
and I'm runnin' out of air
But as long as you care
You have no idea
and it's all bright lights
and red eyes
Bright lights and red eyes
I'm never there
But as long as you hear
I'm all bright lights and red eyes
Bright lights and red eyes
Never wanna sleep 'til noon
Never wanna see you
with those red eyes
those red eyes
Never wake up in my room
Never wanna see you
with those red eyes
But don't cry
I know that you care
You have no idea
And so bright lights and red eyes
Bright lights and red eyes
I'm never there
But as long as you hear
I'm all bright lights
and red eyes
Bright lights and red eyes
As long as you care
Mmm Red eyes
Mmm-mm Red eyes
Red eyes"
GROWING UP IS _____,Ruel,GROWING UP IS ____,2021.12.08,POP,"7,008","Heard you moved out of town
on the weekend
Understand
but I'm sad that you're leaving
Are you up making friends
with the ceiling
Yeah I know the feeling
I wasn't trying to let you down
I was just working my shit out
I'm sorry I didn't know
how much I led you on
Growin' up is weird
sleep with friends break a heart
Question everything you thought
Split a pill smoke a dart
Growin' up is weird
fall in love for a year
And then I disappear
wish that you were here
Growin' up is strange
get too close push away
Thinking you would do the same
No regrets no mistakes
Growin' up is strange
when the one who's to blame
Is lookin' at the mirror
wish that you were here
Growing up is
Get emotional at two in the morning
It's a habit
know I shouldn't be callin'
Then you let me in
is that what you wanted
Is this what we wanted
Now you're back in town
no I can't come around
Are we better without
the what ifs and doubts
Is this it
Are we both too far gone to forget
And try again
Growin' up is weird
sleep with friends break a heart
Question everything you thought
Split a pill smoke a dart
Growin' up is weird
fall in love for a year
And then I disappear
wish that you were here
Growing up is strange
get too close push away
Thinking you would do the same
No regrets no mistakes
Growin' up is strange
when the one who's to blame
Is lookin' at the mirror
wish that you were here
Growin' up is
Wish that you were here Oh
Oh oh oh oh oh oh
Wish that you were here
Growin' up is weird
sleep with friends break a heart
Question everything you thought
Split a pill smoke a dart
Growin' up is weird
fall in love for a year
And then I disappear
wish that you were here
Growin' up is strange
get too close push away
Thinking you would do the same
No regrets no mistakes
Growin' up is strange
when the one who's to blame
Is lookin' at the mirror
wish that you were here
Growin' up is weird
Oh yeah yeah hey
Oh-oh then I just disappear
Ooh-ooh will I just disappear
Wish that you were here
Growing up is"
Is It A Crime,Sade,Promise,2001.07.19,R&B/Soul,160,"It may come
it may come as some surprise
But i miss you
I could see through all of your
lies But still i miss you
He takes her love
but it doesn't feel like mine
He tastes her kiss
her kisses are not wine
they're not mine
He takes but surely
she can't give what i'm feeling now
She takes but surely
she doesn't know how
Is it a crime Is it a crime
That i still want you
And i want you to want me too
My love is wider
wider than victoria lake
My love is taller
taller than the empire state
It divides and it jumps and
it ripples like the deepest ocean
I can't give you more than that
surely you want me back
Is it a crime Is it a crime
That i still want you
And i want you to want me too

My love is wider than victoria lake
Taller than the empire state
It dives and it jumps
I can't give you more than that
surely you want me back
Is it a crime Is it a crime
That i still want you
And i want you to want me too

It divides it jumps and
it ripples like the deepest ocean
I can't give you more than that
surely you want me back

Tell me Is it a crime"
Smooth Operator,Sade,The Best Of Sade,2008.05.20,R&B/Soul,"2,199","Diamond life, lover boy.
We move in space with minimum waste and maximum joy.
City lights and business nights.
When you require streetcar desire for higher heights.

No place for beginners or sensitive hearts
When sentiment is left to chance.
No place to be ending but somewhere to start.

No need to ask. He's a smooth operator,
smooth operator, smooth operator, smooth operator.

Coast to coast, LA to Chicago, western male.
Across the north and south, to Key Largo, love for sale.

Face to face, each classic case.
We shadow box and double cross,
Yet need the chase.

A license to love, insurance to hold.
Melts all your memories and change into gold.
His eyes are like angels but his heart is cold.

No need to ask. He's a smooth operator,
smooth operator, smooth operator, smooth operator.

Coast to coast, LA to Chicago, western male.
Across the north and south, to Key Largo, love for sale.

Smooth operator, smooth operator, smooth operator,
smooth operator, smooth operator..."
Smooth Operator (2011 Remastered),Sade,The Ultimate Collection,2011.05.09,R&B/Soul,539,"Diamond life lover boy
He moves in space with minimum
waste and maximum joy
City lights and business nights
When you require street car
desire for higher heights
No place for beginners or
sensitive hearts
Sentiment is left to chance
No place to be ending but
somewhere to start
No need to ask
He's a smooth operator
Smooth operator
Smooth operator
Smooth operator
Coast to coast, L A to Chicago
Western male
Across the North and South,
to Key Largo love for sale
Face to face, each a classic case
We shadow box and double cross
Yet need the chase
A license to love,
insurance to hold
Melts all your memories
change into gold
His eyes are like angels'
his heart is cold
No need to ask
He's a smooth operator
smooth operator
smooth operator
smooth operator
Coast to coast, L A to Chicago
Western male
Across the North and South,
to Key Largo love for sale
smooth operator
smooth operator
smooth operator
smooth operator
smooth operator
smooth operator
smooth operator
smooth operator"
By Your Side,Sade,Lovers Rock,2000.11.07,R&B/Soul,"2,499","You think
I'd leave your side baby
You know me better than that
Think I'd leave you down
When you're down on your knees
I wouldn't do that
I'll tell you you're right
when you're wrong
I-----ohhh ohhh
And if only you could see into me
oh when your cold
I'll be there hold you tight to me
When you're on my outside baby
And you can't get in
I will show you
your so much better than you know
When your lost when your alone
and you can't get back again
I will find you darling I'll
bring you home
If you want to cry
I am here to dry your eyes
and in no time you'll be fine
You think I'd leave your side baby
You know me better than that
Think I'd leave you down
When you're down on your knees
I wouldn't do that
I'll tell you you're right
when you're wrong
I-----I ohhhh ohhh
And if only you could see into me
Oh when your cold
I'll be there hold you tight to me
Oh when your alone
I'l be there by your side baby
Oh when your cold
I'll be there hold you tight to me
Oh when your alone
I'l be there by your side baby"
Kiss Of Life,Sade,The Best Of Sade,2008.05.20,R&B/Soul,695,"there must have been an angel by my side
something heavenly led me to you
look at the sky
it's the colour of love
there must have been an angel by my side
something heavenly came down from above
he led me to you
he led me to you

he built a bridge to your heart
all the way
how many tons of love inside
i can't say

when i was led to you
i knew you were the one for me
i swear the whole world could feel my heartbeat
when i lay eyes on you
ay ay ay
you wrapped me up in
the colour of love

you gave me the kiss of life
kiss of life
you gave me the kiss that's like
the kiss of life

wasn't it clear from the start
look the sky is full of love
yeah the sky is full of love

he built a bridge to your heart
all the way
how many tons of love inside
i can't say

you gave me the kiss of life
kiss of life
you gave me the kiss that's like
the kiss of life

you gave me the kiss of life
kiss of life
you gave me the kiss that's like
the kiss of life

you gave me the kiss of life
kiss of life
you gave me the kiss that's like
the kiss of life

you wrapped me up in the colour of love
must have been an angel came down from above
giving me love yeah
giving me love yeah

you gave me the kiss of life
kiss of life
you gave me the kiss of life
kiss of life"
Kiss Of Life,Sade,Love Deluxe,2000.11.07,R&B/Soul,250,"there must have been an angel by my side
something heavenly led me to you
look at the sky
it's the colour of love
there must have been an angel by my side
something heavenly came down from above
he led me to you
he led me to you

he built a bridge to your heart
all the way
how many tons of love inside
i can't say

when i was led to you
i knew you were the one for me
i swear the whole world could feel my heartbeat
when i lay eyes on you
ay ay ay
you wrapped me up in
the colour of love

you gave me the kiss of life
kiss of life
you gave me the kiss that's like
the kiss of life

wasn't it clear from the start
look the sky is full of love
yeah the sky is full of love

he built a bridge to your heart
all the way
how many tons of love inside
i can't say

you gave me the kiss of life
kiss of life
you gave me the kiss that's like
the kiss of life

you gave me the kiss of life
kiss of life
you gave me the kiss that's like
the kiss of life

you gave me the kiss of life
kiss of life
you gave me the kiss that's like
the kiss of life

you wrapped me up in the colour of love
must have been an angel came down from above
giving me love yeah
giving me love yeah

you gave me the kiss of life
kiss of life
you gave me the kiss of life
kiss of life"
Smooth Operator,Sade,Diamond Life,1984,R&B/Soul,907,"He's laughing with another girl
And playing with another heart
Placing high stakes
making hearts ache
He's loved in seven languages
Diamond nights and ruby lights
high in the sky
Heaven help him
when he falls
Diamond life
lover boy
We move in space
with minimum waste
and maximum joy
City lights and business nights
When you require streetcar desire
for higher heights
No place for beginners
or sensitive hearts
When sentiment is
left to chance
No place to be ending
but somewhere to start
No need to ask
He's a smooth operator
smooth operator
smooth operator
smooth operator
Coast to coast
LA to Chicago
western male
Across the north and south
to Key Largo
love for sale
Face to face
each classic case
We shadow box
and double cross
Yet need the chase
A license to love
insurance to hold
Melts all your memories
and change into gold
His eyes are like angels
but his heart is cold
No need to ask
He's a smooth operator
smooth operator
smooth operator
smooth operator
Coast to coast
LA to Chicago
western male
Across the north and south
to Key Largo
love for sale
Smooth operator
smooth operator
smooth operator
smooth operator
Smooth operator
smooth operator
smooth operator
smooth operator
Smooth operator"
By Your Side,Sade,Lovers Rock,2004.03.24,R&B/Soul,97,"You think I'd leave your side baby
You know me better than that
You think I'd leave you down when you're down on your knees
I wouldn't do that
I'll tell you you're right when you want
Ha ah ah ah ah ah
And if only you could see into me

Oh, when you're cold
I'll be there
Hold you tight to me

When you're on the outside baby and you can`t get in
I will show you you're so much better than you know
When you're lost and you're alone and you can't get back again
I will find you darling and I will bring you home

And if you want to cry
I am here to dry your eyes
And in no time
You'll be fine

You think I'd leave your side baby
You know me better than that
You think I'd leave you down when you're down on your knees
I wouldn't do that
I'll tell you you're right when you want
Ha ah ah ah ah ah
And if only you could see into me

Oh when you're cold
I'll be there
Hold you tight to me
Oh when you're low
I'll be there
By your side baby

Oh when you're cold
I'll be there
Hold you tight to me
Oh when you're low
I'll be there
By your side baby"
Smooth Operator,Sade,Diamond Life/Promise/Love Deluxe (3 Pak),2000.03.28,R&B/Soul,99,"He's laughing with another girl
And playing with another heart
Placing high stakes, making hearts ache
He's loved in seven languages
Jewel box life diamond nights and ruby lights, high in the sky
Heaven help him, when he falls
Diamond life, lover boy
He move in space with minimum waste and maximum joy
City lights and business nights
When you require streetcar desire for higher heights

No place for beginners or sensitive hearts
When sentiment is left to chance
No place to be ending but somewhere to start

No need to ask
He's a smooth operator
Smooth operator, smooth operator
Smooth operator

Coast to coast, LA to Chicago, western male
Across the north and south, to Key Largo, love for sale

Face to face, each classic case
We shadow box and double cross
Yet need the chase

A license to love, insurance to hold
Melts all your memories and change into gold
His eyes are like angels but his heart is cold

No need to ask
He's a smooth operator
Smooth operator, smooth operator
Smooth operator

Coast to coast, LA to Chicago, western male
Across the north and south, to Key Largo, love for sale

Smooth operator, smooth operator
Smooth operator, smooth operator
Smooth operator, smooth operator
Smooth operator, smooth operator
Smooth operator, smooth operator"
No Ordinary Love,Sade,Love Deluxe,2000.11.07,R&B/Soul,314,"I gave you all the love I've got I gave you more than I could give
Gave you love
I gave you all that I had inside and you took my love
You took my love

Didn't I tell you?
What I believe
Did somebody say that?
A love like ours will last
Didn't I give you all that I got to
Give, Babe

I give you all the love I got I gave you more than I could give
I gave you love
I give you all that I had inside and you took my love
You took my love

I keep crying
I keep trying for you
There's nothing like
You and I
Baby

This is no ordinary love
No ordinary love
This is no ordinary love
No ordinary love

When you came my way
You brightened every day
With your sweet smile
Ahh

Didn't I tell you
What I believe
Did somebody say that
Love like ours wont' last
Didn't I give you all that I got to
Give, baby

This is no ordinary love
Ordinary love
(Ordinary)
This is no ordinary love
Ordinary love
(Ordinary love)

I keep crying
(I keep crying)
I keep trying for you
There's nothing like
You and I
Baby

This is no ordinary love
No ordinary love
This is no ordinary love
Ordinary love

Keep trying for you
Keep crying for you
Keep trying for you"
I'm Not The Only One,Sam Smith,In The Lonely Hour,2014.01.01,POP,"290,336","You and me we made a vow
For better or for worse
I can't believe you let me down
But the proof is in the way it hurts
For months on end
I've had my doubts
Denying every tear
I wish this would be over now
But I know that
I still need you here
You say I'm crazy
Cause you don't think
I know what you've done
But when you call me baby
I know I'm not the only one
You've been so unavailable
Now sadly I know why
Your heart is unobtainable
Even though you don't share mine
You say I'm crazy
Cause you don't think
I know what you've done
But when you call me baby
I know I'm not the only one
I have loved you for many years
Maybe I am just not enough
You've made me realise
my deepest fear
By lying and tearing us up
You say I'm crazy
Cause you don't think
I know what you've done
But when you call me baby
I know I'm not the only one
You say I'm crazy
Cause you don't think
I know what you've done
But when you call me baby
I know I'm not the only one
I know I'm not the only one
I know I'm not the only one
And I know And I know
And I know And I know
And I know And I know
I know I'm not the only one"
Unholy,"Sam Smith, Kim Petras",Gloria,2022.09.22,POP,"55,600","Mummy don't know
daddy's getting hot
At the body shop
Doing something unholy
Lucky, lucky girl,
she got married to a boy like you
She'd kick you out if she ever,
ever knew
'Bout all the shit
you tell me that you do
Dirty, dirty boy,
you know everyone is
talking on the scene
I hear them whisperin'
'bout the places that you been
And how you don't know
how to keep your business clean
Mummy don't know
daddy's getting hot
At the body shop
Doing somethin' unholy
He's sat back
while she's droppin' it
She'd be poppin' it
Yeah, she put it down slowly
Oh, eh, oh, eh, oh,
he left his kids at home
So he can get that
Mummy don't know
daddy's getting hot
At the body shop
Doing somethin' unholy (Woo)
Mmm, daddy, daddy,
if you want it, drop the addy
Give me love, give me Fendi,
my Balenciaga daddy
You gon' need to bag it up,
'cause I'm spending on Rodeo (Woo)
You can watch me back it up,
I'll be gone in the AM
And he, he get me Prada,
get me Miu Miu like Rihanna
He always call me
'cause I never cause no drama
And when you want it, baby
I know I got you covered
And when you need it, baby
Just jump under the covers
Mummy don't know
daddy's getting hot
At the body shop
Doing somethin' unholy
He's sat back
while she's droppin' it
She'd be poppin' it
Yeah, she put it down slowly
Oh, eh, oh, eh, oh,
he left his kids at home
So he can get that
Mummy don't know
daddy's getting hot
At the body shop
Doing somethin' unholy"
Stay With Me,Sam Smith,In The Lonely Hour,2014.01.01,R&B/Soul,"61,097","Guess it's true
I'm not good at a one night stand
But I still need love 'cause I'm just a man
These nights never seem to go to plan
I don't want you to leave
will you hold my hand
Oh won't you stay with me
'Cause you're all I need
This ain't love it's clear to see
But darling stay with me
Why am I so emotional
No it's not a good look gain some self control
And deep down I know this never works
But you can lay with me so it doesn't hurt
Oh won't you stay with me
'Cause you're all I need
This ain't love it's clear to see
But darling stay with me
Oh won't you stay with me
'Cause you're all I need
This ain't love it's clear to see
But darling stay with me
Oh won't you stay with me
'Cause you're all I need
This ain't love it's clear to see
But darling stay with me"
To Die For,Sam Smith,To Die For,2020.02.14,POP,"111,971","It is if everyone dies alone
Does that scare you
I don't wanna be alone
I look for you
Everyday everynight
I close my eyes
From the fear from the light
As I wander down the avenue
so confused
Guess I'll try to force a smile
Pink lemonade sippin' on a Sunday
Couples holding hands on a runway
They're all posing
in a picture frame
Whilst my world's crashing down
Solo shadow on the sidewalk
Just want somebody to die for
Sunshine livin' on a perfect day
While my world's crashing down
I just want somebody to die for
I long for you
Just the touch
Does that scare you
Of your hand
You don't leave my mind
Lonely days I'm feeling
like a fool for dreaming
As I wander down the avenue
so confused
Guess I'll try to force a smile
Pink lemonade sippin' on a Sunday
Couples holding hands on a runway
They're all posing
in a picture frame
Whilst my world's crashing down
Solo shadow on the sidewalk
Just want somebody to die for
Sunshine livin' on a perfect day
While my world's crashing down
I just want somebody to die for
I just want somebody to die for
To die for
I just want somebody to die for
Does that scare you
I don't wanna be alone
Pink lemonade sippin' on a Sunday
Couples holding hands on a runway
They're all posing
in a picture frame
Whilst my world's crashing down
Solo shadow on the sidewalk
Just want somebody to die for
Sunshine livin' on a perfect day
While my world's crashing down
I just want somebody to die for"
I'm Not Here To Make Friends,"Sam Smith, Jessie Reyez, Calvin Harris",Gloria,2023.01.27,POP,"9,200","If you can't love yourself
How in the hell you gonna love
somebody else?
Can I get an amen up in here?
You gotta, you gotta ask me
Yeah, I'm going to the party
But I'm not here to make friends
I need a lover
Everybody's looking for somebody
For somebody to take home
I'm not the exception
I'm a blessing of a body to love on
If you want it bad tonight (Ooh, ooh)
Come by me and
drop a line (Ooh, ooh-ooh)
Put your aura
into mine (Ooh, ooh-ooh)
Don't be scared if you like it
I could fill you up with life (Ooh, ooh)
I could ease
your appetite (Ooh, ooh-ooh)
No, you've never been
this high (Ooh, ooh-ooh)
Don't be scared if you like it
'Cause I'm not here to make friends
No, I'm not here to make friends (Yeah)
'Cause I'm not here to make friends
I need a lover (I need a lover)
I need a lover (I need a lover)
I'm just being honest, baby
I just need a partner
when the lights come on
(When the lights come on)
Thirty almost got me and
I'm so over love songs, yeah
So if you want it bad tonight (Ooh, ooh)
Come by me and
drop a line (Ooh, ooh-ooh)
Though you've never been
this high (Ooh, ooh-ooh)
Don't be scared if you like it
'Cause I'm not here to make friends
No, I'm not here to make friends (Yeah)
'Cause I'm not here to make friends
I need a lover (I need a lover)
I need a lover (I need a lover)
I need a la-la-la-la-la-la-la-la-la
I need a la-la-la-la-la-la-la-la-la
I need a la-la-la-la-la-la-la-la-la
I need a lover (I need a lover)
I need a lover (I need a lover)
Everybody's looking for somebody
For somebody to take home
I'm not the exception
I'm a blessing of a body to love on
'Cause I'm not here to make friends
No, I'm not here to make friends
'Cause I'm not here to make friends
I need a lover, I need a lover
I need a lover, I need a lover
I need a la-la-la-la-la-la-la-la-la
I need a la-la-la-la-la-la-la-la-la
I need a la-la-la-la-la-la-la-la-la
I need a lover, I need a lover
I need a la-la-la-la-la-la-la-la-la
I need a la-la-la-la-la-la-la-la-la
I need a la-la-la-la-la-la-la-la-la
I need a lover (I need a lover)
I need a lover (I need a lover)"
Lay Me Down,Sam Smith,In The Lonely Hour,2014.01.01,R&B/Soul,"59,364","Yes I do I believe
That one day I will be where I was
Right there right next to you
And it's hard
the days just seem so dark
The moon the stars
are nothing without you
Your touch your skin
where do I begin
No words can explain
the way I’m missing you
The night this emptiness
this hole that I’m inside
These tears they tell their own story
You told me not to cry when you were gone
But the feeling’s overwhelming
it's much too strong
Can I lay by your side next to you you
And make sure you’re alright
I’ll take care of you
And I don’t want to be here
if I can’t be with you tonight
I’m reaching out to you
Can you hear my call
Who's to say you won't hear me
This hurt that I’ve been through
I’m missing you missing you like crazy
You told me not to cry when you were gone
But the feeling’s overwhelming
it's much too strong
Can I lay by your side next to you you
And make sure you’re alright
I’ll take care of you
And I don’t wanna be here
if I can’t be with you tonight
Lay me down tonight
lay me by your side
Lay me down tonight
lay me by your side
Can I lay by your side
next to you you ou"
Too Good At Goodbyes,Sam Smith,The Thrill Of It All (Special Edition),2017.11.03,POP,"72,985","You must think that I'm stupid
You must think that I'm a fool
You must think that I'm new to this
But I have seen this all before
I'm never gonna let you close to me
Even though you mean the most to me
'Cause every time I open up it hurts
So I'm never gonna get too close to you
Even when I mean the most to you
In case you go and leave me in the dirt
Every time you hurt me
the less that I cry
And every time you leave me
the quicker these tears dry
And every time you walk out
the less I love you
Baby we don't stand a chance
it's sad but it's true
I'm way too good at goodbyes
I'm way too good at goodbyes
I'm way too good at goodbyes
I'm way too good at goodbyes
I know you're thinking I'm heartless
I know you're thinking I'm cold
I'm just protecting my innocence
I'm just protecting my soul
I'm never gonna let you close to me
Even though you mean the most to me
'Cause every time I open up it hurts
So I'm never gonna get too close to you
Even when I mean the most to you
In case you go and leave me in the dirt
Every time you hurt me
the less that I cry
And every time you leave me
the quicker these tears dry
And every time you walk out
the less I love you
Baby we don't stand a chance
it's sad but it's true
I'm way to good at goodbyes
I'm way to good at goodbyes
I'm way too good at goodbyes
I'm way too good at goodbyes
No way that you'll see me cry
No way that you'll see me cry
I'm way too good at goodbyes
I'm way to good at goodbyes
No
No no no no no
No no no no
No no no
No way that you'll see me cry
I'm way too good at goodbyes
'Cause every time you hurt me
the less that I cry
And every time you leave me
the quicker these tears dry
And every time you walk out
the less I love you
Baby we don't stand a chance
it's sad but it's true
I'm way too good at goodbyes"
La La La (Feat. Sam Smith),Naughty Boy,La La La,2013.01.01,POP,"17,190","Hush don't speak
When you spit your venom
keep it shut I hate it
When you hiss and preach
About your new messiah
cause your theories catch fire
I can't find your silver lining
I don't mean to judge
But when you read
your speech it's tiring
Enough is enough
I'm covering my ears
like a kid
When your words
mean nothing
I go la la la
I'm turning off the volume
when you speak
Cause if my heart
can't stop it
I find a way to block it I go
La la la la la la
la la la la la la
La la la la
La la la la la la
I find a way to block it I go
La la la la
La la la la la la
la la la la
La la la la
La la la la la la
La la la la
Yes our love is
running out of time
I won't count the hours
rather be a coward
When our words collide
I'm gonna drown you out
before I lose my mind
I can't find your silver lining
I don't mean to judge
But when you read
your speech it's tiring
Enough is enough
I'm covering my ears
like a kid
When your words
mean nothing
I go la la la
I'm turning off the volume
when you speak
Cause if my heart
can't stop it
I find a way to block it I go
La la la la la la
la la la la la la
La la la la
La la la la la la
I find a way to block it I go
La la la la
La la la la la la
la la la la
La la la la
La la la la la la
I find a way to block it oh
I've found a way
to block it I go
La la la la
La la la la la la
la la la la
La la la la
La la la la la la
I'm covering my ears
like a kid
When your words
mean nothing
I go la la la
I'm turning off the volume
when you speak
Cause if my heart
can't stop it
I find a way to block it I go
I'm covering
my ears like a kid
when your words
mean nothing
I go la la la
I'm turning off the volume
when you speak
Cause if my heart
can't stop it
I find a way to block it I go
La la la la la la
la la la la la la
La la la la
La la la la la la
La la la la
La la la la
La la la la la la
la la la la
La la la la
La la la la la la
La la la la"
Dancing With A Stranger,"Sam Smith, Normani",Dancing With A Stranger,2019.01.11,POP,"57,445","Hmm mhm
I don't wanna be alone tonight
'Lone tonight
It's pretty clear
that I'm not over you
Over you over you
I'm still thinking 'bout the
things you do
Things you do
So I don't want to be alone tonight
alone tonight alone tonight
Can you light the fire
Light the fire light the fire
I need some body
who can take control
Take control
I know exactly what I need to do
'Cause I don't wanna be
alone tonight alone tonight
alone tonight
And look what you made me do
I'm with somebody new
Ooh baby baby
I'm dancing with a stranger
Look what you made me do
I'm with somebody new
Ooh baby baby
I'm dancing with a stranger
Dancing with a stranger
I wasn't even going out tonight
Out tonight
But boy I need to get you
off of my mind
Off of my mind
I know exactly what I have to do
I don't wanna be alone tonight
alone tonight alone tonight
Look what you made me do
I'm with somebody new
Ooh baby baby I'm dancing
with a stranger
Look what you made me do
I'm with somebody new
Ooh baby baby I'm dancing
with a stranger
Dancing with a stranger
Dancing with a stranger
Dancing oh yeah
Look what you made me do
I'm with somebody new Ooh
Ooh baby baby
I'm dancing with a stranger
Look what you made me do
I'm with somebody new
Ooh baby baby
I'm dancing with a stranger
I'm dancing I'm dancing ooh
I'm dancing I'm dancing
Dancing with a stranger
I'm dancing I'm dancing
Dancing with a stranger
I'm dancing I'm dancing
Dancing with a stranger"
